County,Year,count,mean,std,min,25%,50%,75%,max
Co. Wicklow,2008,8.0,57.5,46.21997094639626,1.0,25.75,57.5,88.5,115.0
Co. Wicklow,2009,9.0,56.888888888888886,51.38201155181754,0.0,2.0,43.0,85.0,128.0
Co. Wicklow,2010,9.0,44.333333333333336,33.09833832687073,8.0,17.0,36.0,63.0,100.0
Co. Wicklow,2011,8.0,54.5,41.64818637793762,2.0,29.0,54.5,78.5,109.0
Co. Wicklow,2012,9.0,83.55555555555556,77.48727494097194,1.0,6.0,48.0,140.0,188.0
Co. Wicklow,2013,9.0,73.11111111111111,58.82695905034621,8.0,20.0,54.0,111.0,164.0
Co. Wicklow,2014,8.0,109.5,91.91144806668147,3.0,38.25,109.5,178.5,219.0
Co. Wicklow,2015,9.0,61.77777777777778,57.666666666666664,3.0,16.0,19.0,120.0,139.0
Co. Wicklow,2016,9.0,111.44444444444444,83.11003415820365,16.0,37.0,99.0,151.0,251.0
Co. Wicklow,2017,9.0,65.88888888888889,50.799715659746674,12.0,22.0,40.0,108.0,148.0
Co. Wicklow,2018,9.0,53.666666666666664,30.405591591021548,17.0,37.0,54.0,61.0,121.0
Co. Wicklow,2019,9.0,21.77777777777778,12.070395372333271,9.0,13.0,22.0,26.0,49.0
Co. Wicklow,2020,9.0,20.444444444444443,13.010679374182494,5.0,12.0,17.0,29.0,46.0
Co. Wicklow,2021,9.0,43.44444444444444,31.879111935212027,5.0,20.0,31.0,67.0,98.0
Co. Wicklow,2022,9.0,47.666666666666664,42.172265767919086,1.0,7.0,30.0,78.0,107.0
Co. Wicklow,2023,9.0,18.22222222222222,12.214517773716835,4.0,9.0,17.0,21.0,41.0
Ireland,2007,9.0,3087.5555555555557,2642.9729052295975,134.0,478.0,2182.0,4765.0,6947.0
Ireland,2008,12.0,2082.9166666666665,2348.11837468113,9.0,88.0,1235.0,3788.75,6249.0
Ireland,2009,12.0,2216.0833333333335,2491.850041392515,3.0,129.5,1353.0,3974.0,6648.0
Ireland,2010,12.0,2771.3333333333335,3161.3337039734965,1.0,111.25,1691.0,4987.25,8314.0
Ireland,2011,12.0,2217.75,2506.6472401125047,4.0,119.0,1321.5,4012.5,6653.0
Ireland,2012,12.0,2217.3333333333335,2560.4380780474175,5.0,110.25,1134.0,4394.75,6652.0
Ireland,2013,11.0,2273.4545454545455,2578.459786912969,3.0,120.0,1405.0,4682.0,6252.0
Ireland,2014,9.0,2736.0,2619.154157356913,57.0,178.0,1348.0,4808.0,6156.0
Ireland,2015,12.0,2097.5833333333335,2414.2162085271384,0.0,177.0,962.0,4527.5,6293.0
Ireland,2016,9.0,2888.8888888888887,2075.588497537773,451.0,1270.0,2344.0,4156.0,6500.0
Ireland,2017,9.0,2460.4444444444443,1694.0232518409473,470.0,1161.0,2294.0,3242.0,5536.0
Ireland,2018,9.0,1789.111111111111,1135.6201438470132,532.0,1070.0,1485.0,2016.0,4025.0
Ireland,2019,9.0,1577.7777777777778,1065.862535435243,366.0,893.0,1292.0,2258.0,3550.0
Ireland,2020,9.0,1081.888888888889,752.3480651341579,180.0,579.0,819.0,1616.0,2434.0
Ireland,2021,9.0,896.1111111111111,640.8276766113579,133.0,360.0,829.0,1187.0,2016.0
Ireland,2022,12.0,757.75,723.2290125164052,0.0,182.25,602.5,1094.25,2273.0
Ireland,2023,12.0,550.5,478.51864217508904,1.0,263.0,448.5,799.0,1651.0
