Statistic Label,Year,County,Species,Forest Owner,UNIT,VALUE
Afforestation Area,2011,Co. Longford,Conifer,Total Afforestation,Hectares,113.0
Afforestation Area,2011,Co. Longford,Conifer,Farmer,Hectares,113.0
Afforestation Area,2011,Co. Longford,Conifer,Non-Farmer,Hectares,
Afforestation Area,2011,Co. Longford,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Co. Louth,Total Afforestation,Total Afforestation,Hectares,19.0
Afforestation Area,2011,Co. Louth,Total Afforestation,Farmer,Hectares,18.0
Afforestation Area,2011,Co. Louth,Total Afforestation,Non-Farmer,Hectares,2.0
Afforestation Area,2011,Co. Louth,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2011,Co. Louth,Broadleaf,Total Afforestation,Hectares,7.0
Afforestation Area,2011,Co. Louth,Broadleaf,Farmer,Hectares,6.0
Afforestation Area,2011,Co. Louth,Broadleaf,Non-Farmer,Hectares,1.0
Afforestation Area,2011,Co. Louth,Broadleaf,Public Sector,Hectares,
Afforestation Area,2011,Co. Louth,Conifer,Total Afforestation,Hectares,13.0
Afforestation Area,2011,Co. Louth,Conifer,Farmer,Hectares,12.0
Afforestation Area,2011,Co. Louth,Conifer,Non-Farmer,Hectares,1.0
Afforestation Area,2011,Co. Louth,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Co. Mayo,Total Afforestation,Total Afforestation,Hectares,289.0
Afforestation Area,2011,Co. Mayo,Total Afforestation,Farmer,Hectares,272.0
Afforestation Area,2011,Co. Mayo,Total Afforestation,Non-Farmer,Hectares,17.0
Afforestation Area,2011,Co. Mayo,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2011,Co. Mayo,Broadleaf,Total Afforestation,Hectares,46.0
Afforestation Area,2011,Co. Mayo,Broadleaf,Farmer,Hectares,41.0
Afforestation Area,2011,Co. Mayo,Broadleaf,Non-Farmer,Hectares,4.0
Afforestation Area,2011,Co. Mayo,Broadleaf,Public Sector,Hectares,
Afforestation Area,2011,Co. Mayo,Conifer,Total Afforestation,Hectares,243.0
Afforestation Area,2011,Co. Mayo,Conifer,Farmer,Hectares,231.0
Afforestation Area,2011,Co. Mayo,Conifer,Non-Farmer,Hectares,13.0
Afforestation Area,2011,Co. Mayo,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Co. Meath,Total Afforestation,Total Afforestation,Hectares,90.0
Afforestation Area,2011,Co. Meath,Total Afforestation,Farmer,Hectares,87.0
Afforestation Area,2011,Co. Meath,Total Afforestation,Non-Farmer,Hectares,3.0
Afforestation Area,2011,Co. Meath,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2011,Co. Meath,Broadleaf,Total Afforestation,Hectares,50.0
Afforestation Area,2011,Co. Meath,Broadleaf,Farmer,Hectares,47.0
Afforestation Area,2011,Co. Meath,Broadleaf,Non-Farmer,Hectares,3.0
Afforestation Area,2011,Co. Meath,Broadleaf,Public Sector,Hectares,
Afforestation Area,2011,Co. Meath,Conifer,Total Afforestation,Hectares,40.0
Afforestation Area,2011,Co. Meath,Conifer,Farmer,Hectares,40.0
Afforestation Area,2011,Co. Meath,Conifer,Non-Farmer,Hectares,
Afforestation Area,2011,Co. Meath,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Co. Monaghan,Total Afforestation,Total Afforestation,Hectares,70.0
Afforestation Area,2011,Co. Monaghan,Total Afforestation,Farmer,Hectares,70.0
Afforestation Area,2011,Co. Monaghan,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2011,Co. Monaghan,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2011,Co. Monaghan,Broadleaf,Total Afforestation,Hectares,30.0
Afforestation Area,2011,Co. Monaghan,Broadleaf,Farmer,Hectares,30.0
Afforestation Area,2011,Co. Monaghan,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2011,Co. Monaghan,Broadleaf,Public Sector,Hectares,
Afforestation Area,2011,Co. Monaghan,Conifer,Total Afforestation,Hectares,40.0
Afforestation Area,2011,Co. Monaghan,Conifer,Farmer,Hectares,40.0
Afforestation Area,2011,Co. Monaghan,Conifer,Non-Farmer,Hectares,
Afforestation Area,2011,Co. Monaghan,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Co. Offaly,Total Afforestation,Total Afforestation,Hectares,268.0
Afforestation Area,2011,Co. Offaly,Total Afforestation,Farmer,Hectares,268.0
Afforestation Area,2011,Co. Offaly,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2011,Co. Offaly,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2011,Co. Offaly,Broadleaf,Total Afforestation,Hectares,95.0
Afforestation Area,2011,Co. Offaly,Broadleaf,Farmer,Hectares,95.0
Afforestation Area,2011,Co. Offaly,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2011,Co. Offaly,Broadleaf,Public Sector,Hectares,
Afforestation Area,2011,Co. Offaly,Conifer,Total Afforestation,Hectares,173.0
Afforestation Area,2011,Co. Offaly,Conifer,Farmer,Hectares,173.0
Afforestation Area,2011,Co. Offaly,Conifer,Non-Farmer,Hectares,
Afforestation Area,2011,Co. Offaly,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Co. Roscommon,Total Afforestation,Total Afforestation,Hectares,311.0
Afforestation Area,2011,Co. Roscommon,Total Afforestation,Farmer,Hectares,260.0
Afforestation Area,2011,Co. Roscommon,Total Afforestation,Non-Farmer,Hectares,28.0
Afforestation Area,2011,Co. Roscommon,Total Afforestation,Public Sector,Hectares,23.0
Afforestation Area,2011,Co. Roscommon,Broadleaf,Total Afforestation,Hectares,59.0
Afforestation Area,2011,Co. Roscommon,Broadleaf,Farmer,Hectares,46.0
Afforestation Area,2011,Co. Roscommon,Broadleaf,Non-Farmer,Hectares,9.0
Afforestation Area,2011,Co. Roscommon,Broadleaf,Public Sector,Hectares,4.0
Afforestation Area,2011,Co. Roscommon,Conifer,Total Afforestation,Hectares,252.0
Afforestation Area,2011,Co. Roscommon,Conifer,Farmer,Hectares,214.0
Afforestation Area,2011,Co. Roscommon,Conifer,Non-Farmer,Hectares,19.0
Afforestation Area,2011,Co. Roscommon,Conifer,Public Sector,Hectares,20.0
Afforestation Area,2011,Co. Sligo,Total Afforestation,Total Afforestation,Hectares,87.0
Afforestation Area,2011,Co. Sligo,Total Afforestation,Farmer,Hectares,77.0
Afforestation Area,2011,Co. Sligo,Total Afforestation,Non-Farmer,Hectares,9.0
Afforestation Area,2011,Co. Sligo,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2011,Co. Sligo,Broadleaf,Total Afforestation,Hectares,21.0
Afforestation Area,2011,Co. Sligo,Broadleaf,Farmer,Hectares,18.0
Afforestation Area,2011,Co. Sligo,Broadleaf,Non-Farmer,Hectares,3.0
Afforestation Area,2011,Co. Sligo,Broadleaf,Public Sector,Hectares,
Afforestation Area,2011,Co. Sligo,Conifer,Total Afforestation,Hectares,66.0
Afforestation Area,2011,Co. Sligo,Conifer,Farmer,Hectares,59.0
Afforestation Area,2011,Co. Sligo,Conifer,Non-Farmer,Hectares,7.0
Afforestation Area,2011,Co. Sligo,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Co. Tipperary,Total Afforestation,Total Afforestation,Hectares,494.0
Afforestation Area,2011,Co. Tipperary,Total Afforestation,Farmer,Hectares,471.0
Afforestation Area,2011,Co. Tipperary,Total Afforestation,Non-Farmer,Hectares,22.0
Afforestation Area,2011,Co. Tipperary,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2011,Co. Tipperary,Broadleaf,Total Afforestation,Hectares,204.0
Afforestation Area,2011,Co. Tipperary,Broadleaf,Farmer,Hectares,199.0
Afforestation Area,2011,Co. Tipperary,Broadleaf,Non-Farmer,Hectares,5.0
Afforestation Area,2011,Co. Tipperary,Broadleaf,Public Sector,Hectares,
Afforestation Area,2011,Co. Tipperary,Conifer,Total Afforestation,Hectares,290.0
Afforestation Area,2011,Co. Tipperary,Conifer,Farmer,Hectares,272.0
Afforestation Area,2011,Co. Tipperary,Conifer,Non-Farmer,Hectares,17.0
Afforestation Area,2011,Co. Tipperary,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Co. Waterford,Total Afforestation,Total Afforestation,Hectares,204.0
Afforestation Area,2011,Co. Waterford,Total Afforestation,Farmer,Hectares,196.0
Afforestation Area,2011,Co. Waterford,Total Afforestation,Non-Farmer,Hectares,8.0
Afforestation Area,2011,Co. Waterford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2011,Co. Waterford,Broadleaf,Total Afforestation,Hectares,89.0
Afforestation Area,2011,Co. Waterford,Broadleaf,Farmer,Hectares,81.0
Afforestation Area,2011,Co. Waterford,Broadleaf,Non-Farmer,Hectares,8.0
Afforestation Area,2011,Co. Waterford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2011,Co. Waterford,Conifer,Total Afforestation,Hectares,115.0
Afforestation Area,2011,Co. Waterford,Conifer,Farmer,Hectares,115.0
Afforestation Area,2011,Co. Waterford,Conifer,Non-Farmer,Hectares,
Afforestation Area,2011,Co. Waterford,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Co. Westmeath,Total Afforestation,Total Afforestation,Hectares,251.0
Afforestation Area,2011,Co. Westmeath,Total Afforestation,Farmer,Hectares,216.0
Afforestation Area,2011,Co. Westmeath,Total Afforestation,Non-Farmer,Hectares,35.0
Afforestation Area,2011,Co. Westmeath,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2011,Co. Westmeath,Broadleaf,Total Afforestation,Hectares,98.0
Afforestation Area,2011,Co. Westmeath,Broadleaf,Farmer,Hectares,97.0
Afforestation Area,2011,Co. Westmeath,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2011,Co. Westmeath,Broadleaf,Public Sector,Hectares,
Afforestation Area,2011,Co. Westmeath,Conifer,Total Afforestation,Hectares,152.0
Afforestation Area,2011,Co. Westmeath,Conifer,Farmer,Hectares,119.0
Afforestation Area,2011,Co. Westmeath,Conifer,Non-Farmer,Hectares,33.0
Afforestation Area,2011,Co. Westmeath,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Co. Wexford,Total Afforestation,Total Afforestation,Hectares,308.0
Afforestation Area,2011,Co. Wexford,Total Afforestation,Farmer,Hectares,294.0
Afforestation Area,2011,Co. Wexford,Total Afforestation,Non-Farmer,Hectares,14.0
Afforestation Area,2011,Co. Wexford,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2011,Co. Wexford,Broadleaf,Total Afforestation,Hectares,116.0
Afforestation Area,2011,Co. Wexford,Broadleaf,Farmer,Hectares,108.0
Afforestation Area,2011,Co. Wexford,Broadleaf,Non-Farmer,Hectares,8.0
Afforestation Area,2011,Co. Wexford,Broadleaf,Public Sector,Hectares,
Afforestation Area,2011,Co. Wexford,Conifer,Total Afforestation,Hectares,192.0
Afforestation Area,2011,Co. Wexford,Conifer,Farmer,Hectares,186.0
Afforestation Area,2011,Co. Wexford,Conifer,Non-Farmer,Hectares,6.0
Afforestation Area,2011,Co. Wexford,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Co. Wicklow,Total Afforestation,Total Afforestation,Hectares,109.0
Afforestation Area,2011,Co. Wicklow,Total Afforestation,Farmer,Hectares,107.0
Afforestation Area,2011,Co. Wicklow,Total Afforestation,Non-Farmer,Hectares,2.0
Afforestation Area,2011,Co. Wicklow,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2011,Co. Wicklow,Broadleaf,Total Afforestation,Hectares,40.0
Afforestation Area,2011,Co. Wicklow,Broadleaf,Farmer,Hectares,38.0
Afforestation Area,2011,Co. Wicklow,Broadleaf,Non-Farmer,Hectares,2.0
Afforestation Area,2011,Co. Wicklow,Broadleaf,Public Sector,Hectares,
Afforestation Area,2011,Co. Wicklow,Conifer,Total Afforestation,Hectares,69.0
Afforestation Area,2011,Co. Wicklow,Conifer,Farmer,Hectares,69.0
Afforestation Area,2011,Co. Wicklow,Conifer,Non-Farmer,Hectares,
Afforestation Area,2011,Co. Wicklow,Conifer,Public Sector,Hectares,
Afforestation Area,2011,Ireland,Total Afforestation,Total Afforestation,Hectares,6653.0
Afforestation Area,2011,Ireland,Total Afforestation,Farmer,Hectares,6254.0
Afforestation Area,2011,Ireland,Total Afforestation,Non-Farmer,Hectares,337.0
Afforestation Area,2011,Ireland,Total Afforestation,Public Sector,Hectares,62.0
Afforestation Area,2011,Ireland,Broadleaf,Total Afforestation,Hectares,2447.0
Afforestation Area,2011,Ireland,Broadleaf,Farmer,Hectares,2306.0
Afforestation Area,2011,Ireland,Broadleaf,Non-Farmer,Hectares,138.0
Afforestation Area,2011,Ireland,Broadleaf,Public Sector,Hectares,4.0
Afforestation Area,2011,Ireland,Conifer,Total Afforestation,Hectares,4206.0
Afforestation Area,2011,Ireland,Conifer,Farmer,Hectares,3948.0
Afforestation Area,2011,Ireland,Conifer,Non-Farmer,Hectares,199.0
Afforestation Area,2011,Ireland,Conifer,Public Sector,Hectares,59.0
Afforestation Area,2012,Co. Carlow,Total Afforestation,Total Afforestation,Hectares,73.0
Afforestation Area,2012,Co. Carlow,Total Afforestation,Farmer,Hectares,73.0
Afforestation Area,2012,Co. Carlow,Total Afforestation,Non-Farmer,Hectares,
Afforestation Area,2012,Co. Carlow,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2012,Co. Carlow,Broadleaf,Total Afforestation,Hectares,23.0
Afforestation Area,2012,Co. Carlow,Broadleaf,Farmer,Hectares,23.0
Afforestation Area,2012,Co. Carlow,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2012,Co. Carlow,Broadleaf,Public Sector,Hectares,
Afforestation Area,2012,Co. Carlow,Conifer,Total Afforestation,Hectares,50.0
Afforestation Area,2012,Co. Carlow,Conifer,Farmer,Hectares,50.0
Afforestation Area,2012,Co. Carlow,Conifer,Non-Farmer,Hectares,
Afforestation Area,2012,Co. Carlow,Conifer,Public Sector,Hectares,
Afforestation Area,2012,Co. Cavan,Total Afforestation,Total Afforestation,Hectares,171.0
Afforestation Area,2012,Co. Cavan,Total Afforestation,Farmer,Hectares,161.0
Afforestation Area,2012,Co. Cavan,Total Afforestation,Non-Farmer,Hectares,10.0
Afforestation Area,2012,Co. Cavan,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2012,Co. Cavan,Broadleaf,Total Afforestation,Hectares,49.0
Afforestation Area,2012,Co. Cavan,Broadleaf,Farmer,Hectares,43.0
Afforestation Area,2012,Co. Cavan,Broadleaf,Non-Farmer,Hectares,5.0
Afforestation Area,2012,Co. Cavan,Broadleaf,Public Sector,Hectares,
Afforestation Area,2012,Co. Cavan,Conifer,Total Afforestation,Hectares,123.0
Afforestation Area,2012,Co. Cavan,Conifer,Farmer,Hectares,118.0
Afforestation Area,2012,Co. Cavan,Conifer,Non-Farmer,Hectares,5.0
Afforestation Area,2012,Co. Cavan,Conifer,Public Sector,Hectares,
Afforestation Area,2012,Co. Clare,Total Afforestation,Total Afforestation,Hectares,480.0
Afforestation Area,2012,Co. Clare,Total Afforestation,Farmer,Hectares,459.0
Afforestation Area,2012,Co. Clare,Total Afforestation,Non-Farmer,Hectares,21.0
Afforestation Area,2012,Co. Clare,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2012,Co. Clare,Broadleaf,Total Afforestation,Hectares,91.0
Afforestation Area,2012,Co. Clare,Broadleaf,Farmer,Hectares,87.0
Afforestation Area,2012,Co. Clare,Broadleaf,Non-Farmer,Hectares,3.0
Afforestation Area,2012,Co. Clare,Broadleaf,Public Sector,Hectares,
Afforestation Area,2012,Co. Clare,Conifer,Total Afforestation,Hectares,390.0
Afforestation Area,2012,Co. Clare,Conifer,Farmer,Hectares,372.0
Afforestation Area,2012,Co. Clare,Conifer,Non-Farmer,Hectares,18.0
Afforestation Area,2012,Co. Clare,Conifer,Public Sector,Hectares,
Afforestation Area,2012,Co. Cork,Total Afforestation,Total Afforestation,Hectares,1041.0
Afforestation Area,2012,Co. Cork,Total Afforestation,Farmer,Hectares,1010.0
Afforestation Area,2012,Co. Cork,Total Afforestation,Non-Farmer,Hectares,31.0
Afforestation Area,2012,Co. Cork,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2012,Co. Cork,Broadleaf,Total Afforestation,Hectares,345.0
Afforestation Area,2012,Co. Cork,Broadleaf,Farmer,Hectares,332.0
Afforestation Area,2012,Co. Cork,Broadleaf,Non-Farmer,Hectares,12.0
Afforestation Area,2012,Co. Cork,Broadleaf,Public Sector,Hectares,
Afforestation Area,2012,Co. Cork,Conifer,Total Afforestation,Hectares,696.0
Afforestation Area,2012,Co. Cork,Conifer,Farmer,Hectares,677.0
Afforestation Area,2012,Co. Cork,Conifer,Non-Farmer,Hectares,19.0
Afforestation Area,2012,Co. Cork,Conifer,Public Sector,Hectares,
Afforestation Area,2012,Co. Donegal,Total Afforestation,Total Afforestation,Hectares,96.0
Afforestation Area,2012,Co. Donegal,Total Afforestation,Farmer,Hectares,92.0
Afforestation Area,2012,Co. Donegal,Total Afforestation,Non-Farmer,Hectares,5.0
Afforestation Area,2012,Co. Donegal,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2012,Co. Donegal,Broadleaf,Total Afforestation,Hectares,17.0
Afforestation Area,2012,Co. Donegal,Broadleaf,Farmer,Hectares,17.0
Afforestation Area,2012,Co. Donegal,Broadleaf,Non-Farmer,Hectares,1.0
Afforestation Area,2012,Co. Donegal,Broadleaf,Public Sector,Hectares,
Afforestation Area,2012,Co. Donegal,Conifer,Total Afforestation,Hectares,79.0
Afforestation Area,2012,Co. Donegal,Conifer,Farmer,Hectares,75.0
Afforestation Area,2012,Co. Donegal,Conifer,Non-Farmer,Hectares,4.0
Afforestation Area,2012,Co. Donegal,Conifer,Public Sector,Hectares,
Afforestation Area,2012,Co. Dublin,Total Afforestation,Total Afforestation,Hectares,20.0
Afforestation Area,2012,Co. Dublin,Total Afforestation,Farmer,Hectares,16.0
Afforestation Area,2012,Co. Dublin,Total Afforestation,Non-Farmer,Hectares,4.0
Afforestation Area,2012,Co. Dublin,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2012,Co. Dublin,Broadleaf,Total Afforestation,Hectares,9.0
Afforestation Area,2012,Co. Dublin,Broadleaf,Farmer,Hectares,9.0
Afforestation Area,2012,Co. Dublin,Broadleaf,Non-Farmer,Hectares,
Afforestation Area,2012,Co. Dublin,Broadleaf,Public Sector,Hectares,
Afforestation Area,2012,Co. Dublin,Conifer,Total Afforestation,Hectares,11.0
Afforestation Area,2012,Co. Dublin,Conifer,Farmer,Hectares,7.0
Afforestation Area,2012,Co. Dublin,Conifer,Non-Farmer,Hectares,4.0
Afforestation Area,2012,Co. Dublin,Conifer,Public Sector,Hectares,
Afforestation Area,2012,Co. Galway,Total Afforestation,Total Afforestation,Hectares,336.0
Afforestation Area,2012,Co. Galway,Total Afforestation,Farmer,Hectares,332.0
Afforestation Area,2012,Co. Galway,Total Afforestation,Non-Farmer,Hectares,5.0
Afforestation Area,2012,Co. Galway,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2012,Co. Galway,Broadleaf,Total Afforestation,Hectares,109.0
Afforestation Area,2012,Co. Galway,Broadleaf,Farmer,Hectares,108.0
Afforestation Area,2012,Co. Galway,Broadleaf,Non-Farmer,Hectares,0.0
Afforestation Area,2012,Co. Galway,Broadleaf,Public Sector,Hectares,
Afforestation Area,2012,Co. Galway,Conifer,Total Afforestation,Hectares,228.0
Afforestation Area,2012,Co. Galway,Conifer,Farmer,Hectares,224.0
Afforestation Area,2012,Co. Galway,Conifer,Non-Farmer,Hectares,4.0
Afforestation Area,2012,Co. Galway,Conifer,Public Sector,Hectares,
Afforestation Area,2012,Co. Kerry,Total Afforestation,Total Afforestation,Hectares,366.0
Afforestation Area,2012,Co. Kerry,Total Afforestation,Farmer,Hectares,358.0
Afforestation Area,2012,Co. Kerry,Total Afforestation,Non-Farmer,Hectares,9.0
Afforestation Area,2012,Co. Kerry,Total Afforestation,Public Sector,Hectares,
Afforestation Area,2012,Co. Kerry,Broadleaf,Total Afforestation,Hectares,95.0
Afforestation Area,2012,Co. Kerry,Broadleaf,Farmer,Hectares,91.0
Afforestation Area,2012,Co. Kerry,Broadleaf,Non-Farmer,Hectares,4.0
Afforestation Area,2012,Co. Kerry,Broadleaf,Public Sector,Hectares,
Afforestation Area,2012,Co. Kerry,Conifer,Total Afforestation,Hectares,271.0
Afforestation Area,2012,Co. Kerry,Conifer,Farmer,Hectares,266.0
Afforestation Area,2012,Co. Kerry,Conifer,Non-Farmer,Hectares,5.0
Afforestation Area,2012,Co. Kerry,Conifer,Public Sector,Hectares,
Afforestation Area,2012,Co. Kildare,Total Afforestation,Total Afforestation,Hectares,220.0
Afforestation Area,2012,Co. Kildare,Total Afforestation,Farmer,Hectares,175.0
Afforestation Area,2012,Co. Kildare,Total Afforestation,Non-Farmer,Hectares,11.0
Afforestation Area,2012,Co. Kildare,Total Afforestation,Public Sector,Hectares,34.0
Afforestation Area,2012,Co. Kildare,Broadleaf,Total Afforestation,Hectares,91.0
Afforestation Area,2012,Co. Kildare,Broadleaf,Farmer,Hectares,81.0
Afforestation Area,2012,Co. Kildare,Broadleaf,Non-Farmer,Hectares,11.0
